"";"Review Date";"Review Rating";"Review Title";"Review Body";"Restourant Name"
"280";2017-12-09;50;"A sure winner every time we come here";"We try and go here during every KL visit and it is simply outstanding every time, especially now that we know what to order. Service this time was not quite as good as usual though, but we ignore that this time...";"Nobu Kuala Lumpur"
"281";2017-12-08;40;"Views Outstanding; Sushi Disappointing";"Interesting menu for which the two outstanding dishes were the toro moose and black cod. Sushi very ordinary. Very expensive-paying for 56th floor views, and name recognition. I expected far better.";"Nobu Kuala Lumpur"
"282";2017-12-07;30;"Good Ambience & Services";"If you're planning on visiting this place to have a business dinner or romantic dinner, then this is the right place for you to go to. My personal scoring: Food : 3.5/5 (small portion) Ambience: 4.5/5 Services : 4.5/5 Value for $: 3.5/5 Overall :...More";"Nobu Kuala Lumpur"
"283";2017-12-03;40;"Sassy Sake";"Manni lead me through a short lesson in 3 sassy sake paired with 2 cold and 2 hot dishes. The sashimi fusion is inspiring with my meal ending with a melt in your mouth black cod. I had no space left the 'wash my mouth...More";"Nobu Kuala Lumpur"
"284";2017-11-20;50;"Very good sushi";"This is the second Nobu that I visitied and again, I was not disappointed. The service was good and the sushi was great. The fish was very nice and great taste. The rice used as light and tasty. Pricing was reasonable. All on the 57th...More";"Nobu Kuala Lumpur"
"285";2017-11-20;50;"Beautiful view on the city at night";"Restaurant is at the 28th floor, excellent food, unforgetable atmosphere, very polite staff, you should take a table next to the window.";"Nobu Kuala Lumpur"
"286";2017-11-16;50;"Great views and food!";"We were in KL for two weeks and on one of our lunch breaks, our hosts took us to the 56th floor of the third Petronas Tower to go to Nobu, a Japanese restaurant. Apparently they are a chain and have restaurants in the U.S....More";"Nobu Kuala Lumpur"
"287";2017-11-13;40;"Delighted and disappointed";"You can be both delighted and disappointed. And surprisingly, at the same time. Being escorted through a maze of entrances and lifts, to the 56th floor is a great way to start a meal with friends. Unfortunately, the ambiance isn't the best. The background music...More";"Nobu Kuala Lumpur"
"288";2017-11-05;50;"One of my favourites, love Nobu KL!";"I am an avid fan of the Nobu franchise and Nobu Kuala Lumpur is no exception. This is one of my favourite restaurants in the city and is one of my regular picks when I crave Japanese cuisine. Gopi, the manager, has always been helpful...More";"Nobu Kuala Lumpur"
"289";2017-11-01;30;"From the restaurants of the network Nobu always expect more ...";"The restaurant is located on the 56th floor and from it opens beautiful sunset view. Pleasant interior design. Good service. All the products are very fresh and well cooked, but in this Nobu, I don't felt any zest, nothing original in cooking ...";"Nobu Kuala Lumpur"
"290";2017-10-26;40;"Delicious Food&Great View";"Food was delicious and fresh. satisfied my taste bud. Cod Fish is a must try. Service is moderate. Love the view from the restaurant";"Nobu Kuala Lumpur"
"291";2017-10-22;50;"Very nice dining experience";"This branch of the world-renowned Nobu opened up in KL about 3 years ago and I’ve visited around 6 times so far. Every time I go the food is always of a high standard and consistent. The service is also efficient and the servers are...More";"Nobu Kuala Lumpur"
"292";2017-10-21;50;"Totally & utterly seduced by the food!";"For our 11th anniversary, I decided to take my husband for a treat at Nobu! It was a belated one and having tried Marini's (and knowing Nobu's reputation, I was set that this won't be a cheap dinner! I was pleasantly surprised! I thought the...More";"Nobu Kuala Lumpur"
"293";2017-10-18;30;"Good view of KL Nobu Rest";"Food was good and fresh. Beautiful sunset view from the 56th floor. Reservation required. Casual smart dress code. No slippers and shorts allowed.";"Nobu Kuala Lumpur"
"294";2017-10-16;50;"Awesome View, Great-tasting Food!";"Nobu is known to be one of KL’s upmarket restaurants offering contemporary Japanese cuisine with South American flavours. We had heard so much about it & wanted to give it a try. I had called the restaurant to reserve a table at 8 pm for...More";"Nobu Kuala Lumpur"
"295";2017-10-16;40;"Amazing food & ambience";"Since the past few years, this is the place we go to celebrate special occasions like anniversaries & birthdays. The food has always been amazing. The staff has always been friendly and helpful. Our favorite is black cod miso! So juicy and tender, cook to...More";"Nobu Kuala Lumpur"
"296";2017-10-11;30;"MAGNIFICENT VIEW WITH JUST FINE FOOD";"We were here for my husband's birthday dinner. We came in quite early - 6PM, as soon as the dinner session starts. Thus, we managed to get a good seat where the view of the Petronas Towers was just behind of my seat. The service...More";"Nobu Kuala Lumpur"
"297";2017-10-10;50;"Amazing!!!";"The customer service was just amazing!! The food was perfect to our taste buds they accommodated our requirement of halal food. The view from the restaurant was delightful with the the towers and city lights. We Really recommend this restaurant!";"Nobu Kuala Lumpur"
"298";2017-10-09;30;"Great view, ok food";"The view must be one of the best ones in KL, as you look straight in to the Petronas and down at KL as you enjoy your meal. The food was ok. Not very exiting nor adventurous, but decent. Did a Nobu Signature Omakase, and...More";"Nobu Kuala Lumpur"
"299";2017-10-07;50;"Nobu comes to KL";"Excellent food and service just like Nobu Mayfair or any other Nobu. Nice views of the entire city. One thing to note is the tower has a strict dress code policy and you must wear pants to enter the building";"Nobu Kuala Lumpur"
"300";2017-10-01;50;"Premium high tea & happy hour";"Nobu Kuala Lumpur gets better every time I visit. This time it was for High Tea and Happy Hour. Both are available as regular or Premium ( which is what we tried). Premium sets subsitute more premium ingredients and spirits. The service is superb. The...More";"Nobu Kuala Lumpur"
"301";2017-09-25;40;"Good food great view";"We landed in KL that morning so hadn't had time to book anything. After looking for something to eat I noticed Nobu and managed to book a table through WhatsApp for that evening which was great. When we arrived, we were taken from the ground...More";"Nobu Kuala Lumpur"
"302";2017-09-22;40;"Good but not unique anymore";"Touted as Peruvian-Japanese fusion cuisine, Nobu made waves when it first made the scene in US, but now competition has caught up and there are similar establishments offering the same, if not better. Granted the above, service and freshness of items are excellent with incomparable...More";"Nobu Kuala Lumpur"
"303";2017-09-17;50;"Great food, spectacular views and great service.";"Decided to try this restaurant as we had wanted to try it whilst in Dubai earlier in the year but did not have the time. The restaurant is nicely decorated and the views from our window seat were breathtaking. We decided to try the Omakase...More";"Nobu Kuala Lumpur"
"304";2017-09-15;50;"Delicious!";"Nobu needs no introduction or a review but it is consistent, fresh and tasty as any other Nobu you will go to in the world. Hard to find but worth the effort. We had sushi there every night of our stay. Prices much cheaper than...More";"Nobu Kuala Lumpur"
"305";2017-09-12;50;"Revisited Nobu, top notch service and great food as always.";"After my last visit (a few months ago), I reviewed Nobu in a lukewarm manner. I loved the food there, but despised the service. The manager, Gopi, got in touch with me and promised a better experience. Three of us visited Nobu again a few...More";"Nobu Kuala Lumpur"
"306";2017-09-11;50;"Pleasant Surprise";"We visit Kuala Lumpur 2 weeks ago, we know Nobu from other locations in US , this experience was quiet a surprise, the services and the food were impeccable. The view from that restaurant is amazing , the sun set was a beauty . We...More";"Nobu Kuala Lumpur"
